O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
13-1041.08	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1041.08	1.D.2.e	Optimism	WI	0.45	12/2025	AI/Expert
13-1041.08	1.D.2.f	Social Orientation	DR	0.00	12/2025	AI/Expert
13-1041.08	1.D.2.f	Social Orientation	WI	1.20	12/2025	AI/Expert
13-1041.08	1.D.3.a	Cautiousness	DR	1.00	12/2025	AI/Expert
13-1041.08	1.D.3.a	Cautiousness	WI	2.39	12/2025	AI/Expert
13-1041.08	1.D.3.b	Attention to Detail	DR	3.00	12/2025	AI/Expert
13-1041.08	1.D.3.b	Attention to Detail	WI	2.67	12/2025	AI/Expert
13-1041.08	1.D.3.c	Dependability	DR	4.00	12/2025	AI/Expert
13-1041.08	1.D.3.c	Dependability	WI	2.65	12/2025	AI/Expert
13-1041.08	1.D.3.d	Integrity	DR	2.00	12/2025	AI/Expert
13-1041.08	1.D.3.d	Integrity	WI	2.72	12/2025	AI/Expert
13-1041.08	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1041.08	1.D.4.a	Stress Tolerance	WI	1.55	12/2025	AI/Expert
13-1041.08	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1041.08	1.D.4.b	Self-Control	WI	1.22	12/2025	AI/Expert
13-1051.00	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.a	Innovation	WI	0.94	12/2025	AI/Expert
13-1051.00	1.D.1.b	Achievement Orientation	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.b	Achievement Orientation	WI	1.60	12/2025	AI/Expert
13-1051.00	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.c	Intellectual Curiosity	WI	1.44	12/2025	AI/Expert
13-1051.00	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.d	Tolerance for Ambiguity	WI	0.41	12/2025	AI/Expert
13-1051.00	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.e	Initiative	WI	1.38	12/2025	AI/Expert
13-1051.00	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.f	Adaptability	WI	1.26	12/2025	AI/Expert
13-1051.00	1.D.1.g	Self-Confidence	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.g	Self-Confidence	WI	1.73	12/2025	AI/Expert
13-1051.00	1.D.1.h	Perseverance	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.h	Perseverance	WI	1.83	12/2025	AI/Expert
13-1051.00	1.D.1.i	Leadership Orientation	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.1.i	Leadership Orientation	WI	0.98	12/2025	AI/Expert
13-1051.00	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.2.a	Humility	WI	0.34	12/2025	AI/Expert
13-1051.00	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.2.b	Sincerity	WI	0.53	12/2025	AI/Expert
13-1051.00	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.2.c	Empathy	WI	-0.08	12/2025	AI/Expert
13-1051.00	1.D.2.d	Cooperation	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.2.d	Cooperation	WI	1.26	12/2025	AI/Expert
13-1051.00	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.2.e	Optimism	WI	0.06	12/2025	AI/Expert
13-1051.00	1.D.2.f	Social Orientation	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.2.f	Social Orientation	WI	1.20	12/2025	AI/Expert
13-1051.00	1.D.3.a	Cautiousness	DR	1.00	12/2025	AI/Expert
13-1051.00	1.D.3.a	Cautiousness	WI	2.06	12/2025	AI/Expert
13-1051.00	1.D.3.b	Attention to Detail	DR	3.00	12/2025	AI/Expert
13-1051.00	1.D.3.b	Attention to Detail	WI	2.77	12/2025	AI/Expert
13-1051.00	1.D.3.c	Dependability	DR	4.00	12/2025	AI/Expert
13-1051.00	1.D.3.c	Dependability	WI	2.59	12/2025	AI/Expert
13-1051.00	1.D.3.d	Integrity	DR	2.00	12/2025	AI/Expert
13-1051.00	1.D.3.d	Integrity	WI	2.17	12/2025	AI/Expert
13-1051.00	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.4.a	Stress Tolerance	WI	1.49	12/2025	AI/Expert
13-1051.00	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1051.00	1.D.4.b	Self-Control	WI	1.22	12/2025	AI/Expert
13-1071.00	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.a	Innovation	WI	0.89	12/2025	AI/Expert
13-1071.00	1.D.1.b	Achievement Orientation	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.b	Achievement Orientation	WI	1.40	12/2025	AI/Expert
13-1071.00	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.c	Intellectual Curiosity	WI	1.23	12/2025	AI/Expert
13-1071.00	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.d	Tolerance for Ambiguity	WI	0.99	12/2025	AI/Expert
13-1071.00	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.e	Initiative	WI	1.62	12/2025	AI/Expert
13-1071.00	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.f	Adaptability	WI	1.41	12/2025	AI/Expert
13-1071.00	1.D.1.g	Self-Confidence	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.g	Self-Confidence	WI	1.44	12/2025	AI/Expert
13-1071.00	1.D.1.h	Perseverance	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.h	Perseverance	WI	1.34	12/2025	AI/Expert
13-1071.00	1.D.1.i	Leadership Orientation	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.1.i	Leadership Orientation	WI	1.11	12/2025	AI/Expert
13-1071.00	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.2.a	Humility	WI	1.15	12/2025	AI/Expert
13-1071.00	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.2.b	Sincerity	WI	1.66	12/2025	AI/Expert
13-1071.00	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.2.c	Empathy	WI	1.92	12/2025	AI/Expert
13-1071.00	1.D.2.d	Cooperation	DR	2.00	12/2025	AI/Expert
13-1071.00	1.D.2.d	Cooperation	WI	2.30	12/2025	AI/Expert
13-1071.00	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.2.e	Optimism	WI	1.42	12/2025	AI/Expert
13-1071.00	1.D.2.f	Social Orientation	DR	1.00	12/2025	AI/Expert
13-1071.00	1.D.2.f	Social Orientation	WI	2.26	12/2025	AI/Expert
13-1071.00	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.3.a	Cautiousness	WI	1.56	12/2025	AI/Expert
13-1071.00	1.D.3.b	Attention to Detail	DR	4.00	12/2025	AI/Expert
13-1071.00	1.D.3.b	Attention to Detail	WI	2.28	12/2025	AI/Expert
13-1071.00	1.D.3.c	Dependability	DR	5.00	12/2025	AI/Expert
13-1071.00	1.D.3.c	Dependability	WI	2.59	12/2025	AI/Expert
13-1071.00	1.D.3.d	Integrity	DR	3.00	12/2025	AI/Expert
13-1071.00	1.D.3.d	Integrity	WI	2.43	12/2025	AI/Expert
13-1071.00	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.4.a	Stress Tolerance	WI	1.43	12/2025	AI/Expert
13-1071.00	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1071.00	1.D.4.b	Self-Control	WI	1.80	12/2025	AI/Expert
13-1074.00	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.a	Innovation	WI	0.04	12/2025	AI/Expert
13-1074.00	1.D.1.b	Achievement Orientation	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.b	Achievement Orientation	WI	0.99	12/2025	AI/Expert
13-1074.00	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.c	Intellectual Curiosity	WI	0.15	12/2025	AI/Expert
13-1074.00	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.d	Tolerance for Ambiguity	WI	0.14	12/2025	AI/Expert
13-1074.00	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.e	Initiative	WI	1.26	12/2025	AI/Expert
13-1074.00	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.f	Adaptability	WI	1.08	12/2025	AI/Expert
13-1074.00	1.D.1.g	Self-Confidence	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.g	Self-Confidence	WI	1.29	12/2025	AI/Expert
13-1074.00	1.D.1.h	Perseverance	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.1.h	Perseverance	WI	1.40	12/2025	AI/Expert
13-1074.00	1.D.1.i	Leadership Orientation	DR	1.00	12/2025	AI/Expert
13-1074.00	1.D.1.i	Leadership Orientation	WI	2.46	12/2025	AI/Expert
13-1074.00	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.2.a	Humility	WI	1.15	12/2025	AI/Expert
13-1074.00	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.2.b	Sincerity	WI	1.02	12/2025	AI/Expert
13-1074.00	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.2.c	Empathy	WI	1.19	12/2025	AI/Expert
13-1074.00	1.D.2.d	Cooperation	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.2.d	Cooperation	WI	1.44	12/2025	AI/Expert
13-1074.00	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.2.e	Optimism	WI	1.01	12/2025	AI/Expert
13-1074.00	1.D.2.f	Social Orientation	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.2.f	Social Orientation	WI	1.38	12/2025	AI/Expert
13-1074.00	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.3.a	Cautiousness	WI	0.57	12/2025	AI/Expert
13-1074.00	1.D.3.b	Attention to Detail	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.3.b	Attention to Detail	WI	1.55	12/2025	AI/Expert
13-1074.00	1.D.3.c	Dependability	DR	2.00	12/2025	AI/Expert
13-1074.00	1.D.3.c	Dependability	WI	2.30	12/2025	AI/Expert
13-1074.00	1.D.3.d	Integrity	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.3.d	Integrity	WI	1.51	12/2025	AI/Expert
13-1074.00	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.4.a	Stress Tolerance	WI	1.58	12/2025	AI/Expert
13-1074.00	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1074.00	1.D.4.b	Self-Control	WI	1.50	12/2025	AI/Expert
13-1075.00	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.a	Innovation	WI	0.65	12/2025	AI/Expert
13-1075.00	1.D.1.b	Achievement Orientation	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.b	Achievement Orientation	WI	1.66	12/2025	AI/Expert
13-1075.00	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.c	Intellectual Curiosity	WI	1.17	12/2025	AI/Expert
13-1075.00	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.d	Tolerance for Ambiguity	WI	1.53	12/2025	AI/Expert
13-1075.00	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.e	Initiative	WI	1.50	12/2025	AI/Expert
13-1075.00	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.f	Adaptability	WI	1.61	12/2025	AI/Expert
13-1075.00	1.D.1.g	Self-Confidence	DR	1.00	12/2025	AI/Expert
13-1075.00	1.D.1.g	Self-Confidence	WI	2.05	12/2025	AI/Expert
13-1075.00	1.D.1.h	Perseverance	DR	2.00	12/2025	AI/Expert
13-1075.00	1.D.1.h	Perseverance	WI	2.08	12/2025	AI/Expert
13-1075.00	1.D.1.i	Leadership Orientation	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.1.i	Leadership Orientation	WI	1.72	12/2025	AI/Expert
13-1075.00	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.2.a	Humility	WI	0.47	12/2025	AI/Expert
13-1075.00	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.2.b	Sincerity	WI	1.09	12/2025	AI/Expert
13-1075.00	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.2.c	Empathy	WI	1.83	12/2025	AI/Expert
13-1075.00	1.D.2.d	Cooperation	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.2.d	Cooperation	WI	1.84	12/2025	AI/Expert
13-1075.00	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.2.e	Optimism	WI	0.71	12/2025	AI/Expert
13-1075.00	1.D.2.f	Social Orientation	DR	5.00	12/2025	AI/Expert
13-1075.00	1.D.2.f	Social Orientation	WI	2.22	12/2025	AI/Expert
13-1075.00	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
13-1075.00	1.D.3.a	Cautiousness	WI	1.44	12/2025	AI/Expert
13-1075.00	1.D.3.b	Attention to Detail	DR	7.00	12/2025	AI/Expert
13-1075.00	1.D.3.b	Attention to Detail	WI	2.14	12/2025	AI/Expert
13-1075.00	1.D.3.c	Dependability	DR	8.00	12/2025	AI/Expert
13-1075.00	1.D.3.c	Dependability	WI	2.41	12/2025	AI/Expert
13-1075.00	1.D.3.d	Integrity	DR	6.00	12/2025	AI/Expert
13-1075.00	1.D.3.d	Integrity	WI	2.43	12/2025	AI/Expert
13-1075.00	1.D.4.a	Stress Tolerance	DR	3.00	12/2025	AI/Expert
13-1075.00	1.D.4.a	Stress Tolerance	WI	2.21	12/2025	AI/Expert
13-1075.00	1.D.4.b	Self-Control	DR	4.00	12/2025	AI/Expert
13-1075.00	1.D.4.b	Self-Control	WI	2.42	12/2025	AI/Expert
13-1081.00	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.a	Innovation	WI	1.30	12/2025	AI/Expert
13-1081.00	1.D.1.b	Achievement Orientation	DR	1.00	12/2025	AI/Expert
13-1081.00	1.D.1.b	Achievement Orientation	WI	2.01	12/2025	AI/Expert
13-1081.00	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.c	Intellectual Curiosity	WI	1.35	12/2025	AI/Expert
13-1081.00	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.d	Tolerance for Ambiguity	WI	1.29	12/2025	AI/Expert
13-1081.00	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.e	Initiative	WI	1.75	12/2025	AI/Expert
13-1081.00	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.f	Adaptability	WI	1.75	12/2025	AI/Expert
13-1081.00	1.D.1.g	Self-Confidence	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.g	Self-Confidence	WI	1.63	12/2025	AI/Expert
13-1081.00	1.D.1.h	Perseverance	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.h	Perseverance	WI	1.80	12/2025	AI/Expert
13-1081.00	1.D.1.i	Leadership Orientation	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.1.i	Leadership Orientation	WI	1.95	12/2025	AI/Expert
13-1081.00	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.2.a	Humility	WI	0.75	12/2025	AI/Expert
13-1081.00	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.2.b	Sincerity	WI	1.02	12/2025	AI/Expert
13-1081.00	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.2.c	Empathy	WI	1.00	12/2025	AI/Expert
13-1081.00	1.D.2.d	Cooperation	DR	2.00	12/2025	AI/Expert
13-1081.00	1.D.2.d	Cooperation	WI	2.10	12/2025	AI/Expert
13-1081.00	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.2.e	Optimism	WI	0.93	12/2025	AI/Expert
13-1081.00	1.D.2.f	Social Orientation	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.2.f	Social Orientation	WI	1.52	12/2025	AI/Expert
13-1081.00	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.3.a	Cautiousness	WI	1.86	12/2025	AI/Expert
13-1081.00	1.D.3.b	Attention to Detail	DR	4.00	12/2025	AI/Expert
13-1081.00	1.D.3.b	Attention to Detail	WI	2.57	12/2025	AI/Expert
13-1081.00	1.D.3.c	Dependability	DR	5.00	12/2025	AI/Expert
13-1081.00	1.D.3.c	Dependability	WI	2.65	12/2025	AI/Expert
13-1081.00	1.D.3.d	Integrity	DR	3.00	12/2025	AI/Expert
13-1081.00	1.D.3.d	Integrity	WI	2.10	12/2025	AI/Expert
13-1081.00	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.4.a	Stress Tolerance	WI	1.80	12/2025	AI/Expert
13-1081.00	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1081.00	1.D.4.b	Self-Control	WI	1.70	12/2025	AI/Expert
13-1081.01	1.D.1.a	Innovation	DR	1.00	12/2025	AI/Expert
13-1081.01	1.D.1.a	Innovation	WI	2.30	12/2025	AI/Expert
13-1081.01	1.D.1.b	Achievement Orientation	DR	2.00	12/2025	AI/Expert
13-1081.01	1.D.1.b	Achievement Orientation	WI	2.01	12/2025	AI/Expert
13-1081.01	1.D.1.c	Intellectual Curiosity	DR	3.00	12/2025	AI/Expert
13-1081.01	1.D.1.c	Intellectual Curiosity	WI	2.16	12/2025	AI/Expert
13-1081.01	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.1.d	Tolerance for Ambiguity	WI	1.60	12/2025	AI/Expert
13-1081.01	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.1.e	Initiative	WI	1.66	12/2025	AI/Expert
13-1081.01	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.1.f	Adaptability	WI	1.98	12/2025	AI/Expert
13-1081.01	1.D.1.g	Self-Confidence	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.1.g	Self-Confidence	WI	1.57	12/2025	AI/Expert
13-1081.01	1.D.1.h	Perseverance	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.1.h	Perseverance	WI	1.74	12/2025	AI/Expert
13-1081.01	1.D.1.i	Leadership Orientation	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.1.i	Leadership Orientation	WI	1.16	12/2025	AI/Expert
13-1081.01	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.2.a	Humility	WI	0.24	12/2025	AI/Expert
13-1081.01	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.2.b	Sincerity	WI	0.53	12/2025	AI/Expert
13-1081.01	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.2.c	Empathy	WI	0.12	12/2025	AI/Expert
13-1081.01	1.D.2.d	Cooperation	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.2.d	Cooperation	WI	1.06	12/2025	AI/Expert
13-1081.01	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.2.e	Optimism	WI	0.36	12/2025	AI/Expert
13-1081.01	1.D.2.f	Social Orientation	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.2.f	Social Orientation	WI	0.59	12/2025	AI/Expert
13-1081.01	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.3.a	Cautiousness	WI	1.82	12/2025	AI/Expert
13-1081.01	1.D.3.b	Attention to Detail	DR	4.00	12/2025	AI/Expert
13-1081.01	1.D.3.b	Attention to Detail	WI	2.57	12/2025	AI/Expert
13-1081.01	1.D.3.c	Dependability	DR	5.00	12/2025	AI/Expert
13-1081.01	1.D.3.c	Dependability	WI	2.47	12/2025	AI/Expert
13-1081.01	1.D.3.d	Integrity	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.3.d	Integrity	WI	1.76	12/2025	AI/Expert
13-1081.01	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.4.a	Stress Tolerance	WI	1.14	12/2025	AI/Expert
13-1081.01	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1081.01	1.D.4.b	Self-Control	WI	0.85	12/2025	AI/Expert
13-1081.02	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.a	Innovation	WI	1.20	12/2025	AI/Expert
13-1081.02	1.D.1.b	Achievement Orientation	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.b	Achievement Orientation	WI	1.74	12/2025	AI/Expert
13-1081.02	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.c	Intellectual Curiosity	WI	1.64	12/2025	AI/Expert
13-1081.02	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.d	Tolerance for Ambiguity	WI	1.14	12/2025	AI/Expert
13-1081.02	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.e	Initiative	WI	1.18	12/2025	AI/Expert
13-1081.02	1.D.1.f	Adaptability	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.f	Adaptability	WI	1.61	12/2025	AI/Expert
13-1081.02	1.D.1.g	Self-Confidence	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.g	Self-Confidence	WI	1.07	12/2025	AI/Expert
13-1081.02	1.D.1.h	Perseverance	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.h	Perseverance	WI	1.46	12/2025	AI/Expert
13-1081.02	1.D.1.i	Leadership Orientation	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.1.i	Leadership Orientation	WI	0.69	12/2025	AI/Expert
13-1081.02	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.2.a	Humility	WI	0.34	12/2025	AI/Expert
13-1081.02	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.2.b	Sincerity	WI	0.50	12/2025	AI/Expert
13-1081.02	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.2.c	Empathy	WI	0.10	12/2025	AI/Expert
13-1081.02	1.D.2.d	Cooperation	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.2.d	Cooperation	WI	0.90	12/2025	AI/Expert
13-1081.02	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.2.e	Optimism	WI	0.24	12/2025	AI/Expert
13-1081.02	1.D.2.f	Social Orientation	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.2.f	Social Orientation	WI	0.54	12/2025	AI/Expert
13-1081.02	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.3.a	Cautiousness	WI	1.82	12/2025	AI/Expert
13-1081.02	1.D.3.b	Attention to Detail	DR	1.00	12/2025	AI/Expert
13-1081.02	1.D.3.b	Attention to Detail	WI	2.57	12/2025	AI/Expert
13-1081.02	1.D.3.c	Dependability	DR	2.00	12/2025	AI/Expert
13-1081.02	1.D.3.c	Dependability	WI	2.47	12/2025	AI/Expert
13-1081.02	1.D.3.d	Integrity	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.3.d	Integrity	WI	1.73	12/2025	AI/Expert
13-1081.02	1.D.4.a	Stress Tolerance	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.4.a	Stress Tolerance	WI	1.24	12/2025	AI/Expert
13-1081.02	1.D.4.b	Self-Control	DR	0.00	12/2025	AI/Expert
13-1081.02	1.D.4.b	Self-Control	WI	1.14	12/2025	AI/Expert
13-1082.00	1.D.1.a	Innovation	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.1.a	Innovation	WI	1.47	12/2025	AI/Expert
13-1082.00	1.D.1.b	Achievement Orientation	DR	8.00	12/2025	AI/Expert
13-1082.00	1.D.1.b	Achievement Orientation	WI	2.21	12/2025	AI/Expert
13-1082.00	1.D.1.c	Intellectual Curiosity	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.1.c	Intellectual Curiosity	WI	1.44	12/2025	AI/Expert
13-1082.00	1.D.1.d	Tolerance for Ambiguity	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.1.d	Tolerance for Ambiguity	WI	1.78	12/2025	AI/Expert
13-1082.00	1.D.1.e	Initiative	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.1.e	Initiative	WI	2.00	12/2025	AI/Expert
13-1082.00	1.D.1.f	Adaptability	DR	4.00	12/2025	AI/Expert
13-1082.00	1.D.1.f	Adaptability	WI	2.09	12/2025	AI/Expert
13-1082.00	1.D.1.g	Self-Confidence	DR	1.00	12/2025	AI/Expert
13-1082.00	1.D.1.g	Self-Confidence	WI	2.09	12/2025	AI/Expert
13-1082.00	1.D.1.h	Perseverance	DR	3.00	12/2025	AI/Expert
13-1082.00	1.D.1.h	Perseverance	WI	2.30	12/2025	AI/Expert
13-1082.00	1.D.1.i	Leadership Orientation	DR	2.00	12/2025	AI/Expert
13-1082.00	1.D.1.i	Leadership Orientation	WI	2.55	12/2025	AI/Expert
13-1082.00	1.D.2.a	Humility	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.2.a	Humility	WI	0.53	12/2025	AI/Expert
13-1082.00	1.D.2.b	Sincerity	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.2.b	Sincerity	WI	1.07	12/2025	AI/Expert
13-1082.00	1.D.2.c	Empathy	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.2.c	Empathy	WI	1.22	12/2025	AI/Expert
13-1082.00	1.D.2.d	Cooperation	DR	9.00	12/2025	AI/Expert
13-1082.00	1.D.2.d	Cooperation	WI	2.30	12/2025	AI/Expert
13-1082.00	1.D.2.e	Optimism	DR	0.00	12/2025	AI/Expert
13-1082.00	1.D.2.e	Optimism	WI	1.23	12/2025	AI/Expert
13-1082.00	1.D.2.f	Social Orientation	DR	7.00	12/2025	AI/Expert
13-1082.00	1.D.2.f	Social Orientation	WI	2.11	12/2025	AI/Expert
13-1082.00	1.D.3.a	Cautiousness	DR	0.00	12/2025	AI/Expert
