O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
19-2032.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2032.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2041.00	1.B.1.a	Realistic	OI	4.70	11/2023	Machine Learning
19-2041.00	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-2041.00	1.B.1.c	Artistic	OI	1.79	11/2023	Machine Learning
19-2041.00	1.B.1.d	Social	OI	2.62	11/2023	Machine Learning
19-2041.00	1.B.1.e	Enterprising	OI	2.58	11/2023	Machine Learning
19-2041.00	1.B.1.f	Conventional	OI	4.44	11/2023	Machine Learning
19-2041.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2041.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2041.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2041.01	1.B.1.a	Realistic	OI	1.37	11/2023	Machine Learning
19-2041.01	1.B.1.b	Investigative	OI	6.73	11/2023	Machine Learning
19-2041.01	1.B.1.c	Artistic	OI	3.11	11/2023	Machine Learning
19-2041.01	1.B.1.d	Social	OI	3.17	11/2023	Machine Learning
19-2041.01	1.B.1.e	Enterprising	OI	4.69	11/2023	Machine Learning
19-2041.01	1.B.1.f	Conventional	OI	4.06	11/2023	Machine Learning
19-2041.01	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2041.01	1.B.1.h	Second Interest High-Point	IH	5.00	11/2023	Machine Learning
19-2041.01	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2041.02	1.B.1.a	Realistic	OI	5.31	11/2023	Machine Learning
19-2041.02	1.B.1.b	Investigative	OI	6.25	11/2023	Machine Learning
19-2041.02	1.B.1.c	Artistic	OI	2.24	11/2023	Machine Learning
19-2041.02	1.B.1.d	Social	OI	2.12	11/2023	Machine Learning
19-2041.02	1.B.1.e	Enterprising	OI	3.63	11/2023	Machine Learning
19-2041.02	1.B.1.f	Conventional	OI	4.13	11/2023	Machine Learning
19-2041.02	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2041.02	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2041.02	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2041.03	1.B.1.a	Realistic	OI	4.62	11/2023	Machine Learning
19-2041.03	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-2041.03	1.B.1.c	Artistic	OI	2.14	11/2023	Machine Learning
19-2041.03	1.B.1.d	Social	OI	1.95	11/2023	Machine Learning
19-2041.03	1.B.1.e	Enterprising	OI	3.04	11/2023	Machine Learning
19-2041.03	1.B.1.f	Conventional	OI	3.98	11/2023	Machine Learning
19-2041.03	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2041.03	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2041.03	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2042.00	1.B.1.a	Realistic	OI	5.66	11/2023	Machine Learning
19-2042.00	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-2042.00	1.B.1.c	Artistic	OI	2.70	11/2023	Machine Learning
19-2042.00	1.B.1.d	Social	OI	2.23	11/2023	Machine Learning
19-2042.00	1.B.1.e	Enterprising	OI	1.67	11/2023	Machine Learning
19-2042.00	1.B.1.f	Conventional	OI	4.16	11/2023	Machine Learning
19-2042.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2042.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2042.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2043.00	1.B.1.a	Realistic	OI	5.71	11/2023	Machine Learning
19-2043.00	1.B.1.b	Investigative	OI	6.53	11/2023	Machine Learning
19-2043.00	1.B.1.c	Artistic	OI	1.86	11/2023	Machine Learning
19-2043.00	1.B.1.d	Social	OI	2.16	11/2023	Machine Learning
19-2043.00	1.B.1.e	Enterprising	OI	2.17	11/2023	Machine Learning
19-2043.00	1.B.1.f	Conventional	OI	4.35	11/2023	Machine Learning
19-2043.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2043.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2043.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-2099.01	1.B.1.a	Realistic	OI	4.84	11/2023	Machine Learning
19-2099.01	1.B.1.b	Investigative	OI	6.04	11/2023	Machine Learning
19-2099.01	1.B.1.c	Artistic	OI	1.87	11/2023	Machine Learning
19-2099.01	1.B.1.d	Social	OI	1.31	11/2023	Machine Learning
19-2099.01	1.B.1.e	Enterprising	OI	1.49	11/2023	Machine Learning
19-2099.01	1.B.1.f	Conventional	OI	4.84	11/2023	Machine Learning
19-2099.01	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-2099.01	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-2099.01	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3011.00	1.B.1.a	Realistic	OI	1.54	11/2023	Machine Learning
19-3011.00	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-3011.00	1.B.1.c	Artistic	OI	2.49	11/2023	Machine Learning
19-3011.00	1.B.1.d	Social	OI	2.22	11/2023	Machine Learning
19-3011.00	1.B.1.e	Enterprising	OI	3.80	11/2023	Machine Learning
19-3011.00	1.B.1.f	Conventional	OI	4.34	11/2023	Machine Learning
19-3011.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3011.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3011.00	1.B.1.i	Third Interest High-Point	IH	5.00	11/2023	Machine Learning
19-3011.01	1.B.1.a	Realistic	OI	2.74	11/2023	Machine Learning
19-3011.01	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-3011.01	1.B.1.c	Artistic	OI	2.53	11/2023	Machine Learning
19-3011.01	1.B.1.d	Social	OI	2.28	11/2023	Machine Learning
19-3011.01	1.B.1.e	Enterprising	OI	4.11	11/2023	Machine Learning
19-3011.01	1.B.1.f	Conventional	OI	4.08	11/2023	Machine Learning
19-3011.01	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3011.01	1.B.1.h	Second Interest High-Point	IH	5.00	11/2023	Machine Learning
19-3011.01	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3022.00	1.B.1.a	Realistic	OI	1.70	11/2023	Machine Learning
19-3022.00	1.B.1.b	Investigative	OI	6.10	11/2023	Machine Learning
19-3022.00	1.B.1.c	Artistic	OI	2.11	11/2023	Machine Learning
19-3022.00	1.B.1.d	Social	OI	2.31	11/2023	Machine Learning
19-3022.00	1.B.1.e	Enterprising	OI	3.05	11/2023	Machine Learning
19-3022.00	1.B.1.f	Conventional	OI	5.46	11/2023	Machine Learning
19-3022.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3022.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3022.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3032.00	1.B.1.a	Realistic	OI	1.11	11/2023	Machine Learning
19-3032.00	1.B.1.b	Investigative	OI	5.32	11/2023	Machine Learning
19-3032.00	1.B.1.c	Artistic	OI	3.26	11/2023	Machine Learning
19-3032.00	1.B.1.d	Social	OI	4.18	11/2023	Machine Learning
19-3032.00	1.B.1.e	Enterprising	OI	4.65	11/2023	Machine Learning
19-3032.00	1.B.1.f	Conventional	OI	4.04	11/2023	Machine Learning
19-3032.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3032.00	1.B.1.h	Second Interest High-Point	IH	5.00	11/2023	Machine Learning
19-3032.00	1.B.1.i	Third Interest High-Point	IH	4.00	11/2023	Machine Learning
19-3033.00	1.B.1.a	Realistic	OI	1.07	11/2023	Machine Learning
19-3033.00	1.B.1.b	Investigative	OI	5.50	11/2023	Machine Learning
19-3033.00	1.B.1.c	Artistic	OI	3.02	11/2023	Machine Learning
19-3033.00	1.B.1.d	Social	OI	6.57	11/2023	Machine Learning
19-3033.00	1.B.1.e	Enterprising	OI	2.67	11/2023	Machine Learning
19-3033.00	1.B.1.f	Conventional	OI	3.55	11/2023	Machine Learning
19-3033.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
19-3033.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3033.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3034.00	1.B.1.a	Realistic	OI	1.00	11/2023	Machine Learning
19-3034.00	1.B.1.b	Investigative	OI	5.00	11/2023	Machine Learning
19-3034.00	1.B.1.c	Artistic	OI	3.31	11/2023	Machine Learning
19-3034.00	1.B.1.d	Social	OI	6.77	11/2023	Machine Learning
19-3034.00	1.B.1.e	Enterprising	OI	2.82	11/2023	Machine Learning
19-3034.00	1.B.1.f	Conventional	OI	4.01	11/2023	Machine Learning
19-3034.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
19-3034.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3034.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3039.02	1.B.1.a	Realistic	OI	2.67	11/2023	Machine Learning
19-3039.02	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-3039.02	1.B.1.c	Artistic	OI	3.26	11/2023	Machine Learning
19-3039.02	1.B.1.d	Social	OI	5.28	11/2023	Machine Learning
19-3039.02	1.B.1.e	Enterprising	OI	1.80	11/2023	Machine Learning
19-3039.02	1.B.1.f	Conventional	OI	3.24	11/2023	Machine Learning
19-3039.02	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3039.02	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
19-3039.02	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3039.03	1.B.1.a	Realistic	OI	2.86	11/2023	Machine Learning
19-3039.03	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
19-3039.03	1.B.1.c	Artistic	OI	2.40	11/2023	Machine Learning
19-3039.03	1.B.1.d	Social	OI	5.72	11/2023	Machine Learning
19-3039.03	1.B.1.e	Enterprising	OI	2.11	11/2023	Machine Learning
19-3039.03	1.B.1.f	Conventional	OI	3.45	11/2023	Machine Learning
19-3039.03	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3039.03	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
19-3039.03	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3041.00	1.B.1.a	Realistic	OI	1.61	11/2023	Machine Learning
19-3041.00	1.B.1.b	Investigative	OI	6.43	11/2023	Machine Learning
19-3041.00	1.B.1.c	Artistic	OI	3.96	11/2023	Machine Learning
19-3041.00	1.B.1.d	Social	OI	4.42	11/2023	Machine Learning
19-3041.00	1.B.1.e	Enterprising	OI	3.08	11/2023	Machine Learning
19-3041.00	1.B.1.f	Conventional	OI	3.57	11/2023	Machine Learning
19-3041.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3041.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
19-3041.00	1.B.1.i	Third Interest High-Point	IH	3.00	11/2023	Machine Learning
19-3051.00	1.B.1.a	Realistic	OI	3.16	11/2023	Machine Learning
19-3051.00	1.B.1.b	Investigative	OI	5.38	11/2023	Machine Learning
19-3051.00	1.B.1.c	Artistic	OI	2.96	11/2023	Machine Learning
19-3051.00	1.B.1.d	Social	OI	3.00	11/2023	Machine Learning
19-3051.00	1.B.1.e	Enterprising	OI	4.53	11/2023	Machine Learning
19-3051.00	1.B.1.f	Conventional	OI	3.95	11/2023	Machine Learning
19-3051.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3051.00	1.B.1.h	Second Interest High-Point	IH	5.00	11/2023	Machine Learning
19-3051.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3091.00	1.B.1.a	Realistic	OI	4.55	11/2023	Machine Learning
19-3091.00	1.B.1.b	Investigative	OI	6.74	11/2023	Machine Learning
19-3091.00	1.B.1.c	Artistic	OI	3.89	11/2023	Machine Learning
19-3091.00	1.B.1.d	Social	OI	3.32	11/2023	Machine Learning
19-3091.00	1.B.1.e	Enterprising	OI	1.56	11/2023	Machine Learning
19-3091.00	1.B.1.f	Conventional	OI	3.54	11/2023	Machine Learning
19-3091.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3091.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-3091.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3092.00	1.B.1.a	Realistic	OI	5.19	11/2023	Machine Learning
19-3092.00	1.B.1.b	Investigative	OI	6.73	11/2023	Machine Learning
19-3092.00	1.B.1.c	Artistic	OI	3.70	11/2023	Machine Learning
19-3092.00	1.B.1.d	Social	OI	2.69	11/2023	Machine Learning
19-3092.00	1.B.1.e	Enterprising	OI	2.15	11/2023	Machine Learning
19-3092.00	1.B.1.f	Conventional	OI	3.71	11/2023	Machine Learning
19-3092.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3092.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-3092.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3093.00	1.B.1.a	Realistic	OI	2.42	11/2023	Machine Learning
19-3093.00	1.B.1.b	Investigative	OI	5.19	11/2023	Machine Learning
19-3093.00	1.B.1.c	Artistic	OI	3.61	11/2023	Machine Learning
19-3093.00	1.B.1.d	Social	OI	3.21	11/2023	Machine Learning
19-3093.00	1.B.1.e	Enterprising	OI	2.40	11/2023	Machine Learning
19-3093.00	1.B.1.f	Conventional	OI	4.97	11/2023	Machine Learning
19-3093.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3093.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3093.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3094.00	1.B.1.a	Realistic	OI	1.00	11/2023	Machine Learning
19-3094.00	1.B.1.b	Investigative	OI	6.62	11/2023	Machine Learning
19-3094.00	1.B.1.c	Artistic	OI	3.78	11/2023	Machine Learning
19-3094.00	1.B.1.d	Social	OI	3.47	11/2023	Machine Learning
19-3094.00	1.B.1.e	Enterprising	OI	3.70	11/2023	Machine Learning
19-3094.00	1.B.1.f	Conventional	OI	3.60	11/2023	Machine Learning
19-3094.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3094.00	1.B.1.h	Second Interest High-Point	IH	3.00	11/2023	Machine Learning
19-3094.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-3099.01	1.B.1.a	Realistic	OI	3.20	11/2023	Machine Learning
19-3099.01	1.B.1.b	Investigative	OI	5.50	11/2023	Machine Learning
19-3099.01	1.B.1.c	Artistic	OI	2.18	11/2023	Machine Learning
19-3099.01	1.B.1.d	Social	OI	2.05	11/2023	Machine Learning
19-3099.01	1.B.1.e	Enterprising	OI	3.21	11/2023	Machine Learning
19-3099.01	1.B.1.f	Conventional	OI	4.69	11/2023	Machine Learning
19-3099.01	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-3099.01	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-3099.01	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-4012.00	1.B.1.a	Realistic	OI	6.28	11/2023	Machine Learning
19-4012.00	1.B.1.b	Investigative	OI	4.96	11/2023	Machine Learning
19-4012.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
19-4012.00	1.B.1.d	Social	OI	1.56	11/2023	Machine Learning
19-4012.00	1.B.1.e	Enterprising	OI	1.80	11/2023	Machine Learning
19-4012.00	1.B.1.f	Conventional	OI	4.64	11/2023	Machine Learning
19-4012.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4012.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4012.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4012.01	1.B.1.a	Realistic	OI	6.55	11/2023	Machine Learning
19-4012.01	1.B.1.b	Investigative	OI	5.50	11/2023	Machine Learning
19-4012.01	1.B.1.c	Artistic	OI	1.17	11/2023	Machine Learning
19-4012.01	1.B.1.d	Social	OI	1.44	11/2023	Machine Learning
19-4012.01	1.B.1.e	Enterprising	OI	2.15	11/2023	Machine Learning
19-4012.01	1.B.1.f	Conventional	OI	4.82	11/2023	Machine Learning
19-4012.01	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4012.01	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4012.01	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4013.00	1.B.1.a	Realistic	OI	5.56	11/2023	Machine Learning
19-4013.00	1.B.1.b	Investigative	OI	4.55	11/2023	Machine Learning
19-4013.00	1.B.1.c	Artistic	OI	1.37	11/2023	Machine Learning
19-4013.00	1.B.1.d	Social	OI	1.67	11/2023	Machine Learning
19-4013.00	1.B.1.e	Enterprising	OI	1.80	11/2023	Machine Learning
19-4013.00	1.B.1.f	Conventional	OI	5.07	11/2023	Machine Learning
19-4013.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4013.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4013.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4021.00	1.B.1.a	Realistic	OI	5.60	11/2023	Machine Learning
19-4021.00	1.B.1.b	Investigative	OI	5.57	11/2023	Machine Learning
19-4021.00	1.B.1.c	Artistic	OI	1.24	11/2023	Machine Learning
19-4021.00	1.B.1.d	Social	OI	1.98	11/2023	Machine Learning
19-4021.00	1.B.1.e	Enterprising	OI	1.18	11/2023	Machine Learning
19-4021.00	1.B.1.f	Conventional	OI	5.37	11/2023	Machine Learning
19-4021.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4021.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4021.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4031.00	1.B.1.a	Realistic	OI	5.44	11/2023	Machine Learning
19-4031.00	1.B.1.b	Investigative	OI	5.88	11/2023	Machine Learning
19-4031.00	1.B.1.c	Artistic	OI	1.57	11/2023	Machine Learning
19-4031.00	1.B.1.d	Social	OI	1.72	11/2023	Machine Learning
19-4031.00	1.B.1.e	Enterprising	OI	1.02	11/2023	Machine Learning
19-4031.00	1.B.1.f	Conventional	OI	5.07	11/2023	Machine Learning
19-4031.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4031.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4031.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4042.00	1.B.1.a	Realistic	OI	5.53	11/2023	Machine Learning
19-4042.00	1.B.1.b	Investigative	OI	5.57	11/2023	Machine Learning
19-4042.00	1.B.1.c	Artistic	OI	1.13	11/2023	Machine Learning
19-4042.00	1.B.1.d	Social	OI	2.07	11/2023	Machine Learning
19-4042.00	1.B.1.e	Enterprising	OI	1.47	11/2023	Machine Learning
19-4042.00	1.B.1.f	Conventional	OI	4.91	11/2023	Machine Learning
19-4042.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4042.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4042.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4043.00	1.B.1.a	Realistic	OI	5.59	11/2023	Machine Learning
19-4043.00	1.B.1.b	Investigative	OI	5.18	11/2023	Machine Learning
19-4043.00	1.B.1.c	Artistic	OI	1.28	11/2023	Machine Learning
19-4043.00	1.B.1.d	Social	OI	1.47	11/2023	Machine Learning
19-4043.00	1.B.1.e	Enterprising	OI	1.11	11/2023	Machine Learning
19-4043.00	1.B.1.f	Conventional	OI	5.34	11/2023	Machine Learning
19-4043.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4043.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4043.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4044.00	1.B.1.a	Realistic	OI	5.55	11/2023	Machine Learning
19-4044.00	1.B.1.b	Investigative	OI	4.96	11/2023	Machine Learning
19-4044.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
19-4044.00	1.B.1.d	Social	OI	1.53	11/2023	Machine Learning
19-4044.00	1.B.1.e	Enterprising	OI	1.41	11/2023	Machine Learning
19-4044.00	1.B.1.f	Conventional	OI	5.33	11/2023	Machine Learning
19-4044.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4044.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4044.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4051.00	1.B.1.a	Realistic	OI	5.75	11/2023	Machine Learning
19-4051.00	1.B.1.b	Investigative	OI	4.57	11/2023	Machine Learning
19-4051.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
19-4051.00	1.B.1.d	Social	OI	1.83	11/2023	Machine Learning
19-4051.00	1.B.1.e	Enterprising	OI	2.26	11/2023	Machine Learning
19-4051.00	1.B.1.f	Conventional	OI	5.07	11/2023	Machine Learning
19-4051.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4051.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4051.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4051.02	1.B.1.a	Realistic	OI	6.12	11/2023	Machine Learning
19-4051.02	1.B.1.b	Investigative	OI	4.32	11/2023	Machine Learning
19-4051.02	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
19-4051.02	1.B.1.d	Social	OI	1.85	11/2023	Machine Learning
19-4051.02	1.B.1.e	Enterprising	OI	1.67	11/2023	Machine Learning
19-4051.02	1.B.1.f	Conventional	OI	5.52	11/2023	Machine Learning
19-4051.02	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4051.02	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4051.02	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4061.00	1.B.1.a	Realistic	OI	2.48	11/2023	Machine Learning
19-4061.00	1.B.1.b	Investigative	OI	6.00	11/2023	Machine Learning
19-4061.00	1.B.1.c	Artistic	OI	2.05	11/2023	Machine Learning
19-4061.00	1.B.1.d	Social	OI	2.76	11/2023	Machine Learning
19-4061.00	1.B.1.e	Enterprising	OI	2.35	11/2023	Machine Learning
19-4061.00	1.B.1.f	Conventional	OI	5.78	11/2023	Machine Learning
19-4061.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4061.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4061.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
19-4071.00	1.B.1.a	Realistic	OI	6.53	11/2023	Machine Learning
19-4071.00	1.B.1.b	Investigative	OI	4.39	11/2023	Machine Learning
19-4071.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
19-4071.00	1.B.1.d	Social	OI	2.82	11/2023	Machine Learning
19-4071.00	1.B.1.e	Enterprising	OI	2.46	11/2023	Machine Learning
19-4071.00	1.B.1.f	Conventional	OI	4.70	11/2023	Machine Learning
19-4071.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4071.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4071.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4092.00	1.B.1.a	Realistic	OI	5.03	11/2023	Machine Learning
19-4092.00	1.B.1.b	Investigative	OI	6.11	11/2023	Machine Learning
19-4092.00	1.B.1.c	Artistic	OI	1.80	11/2023	Machine Learning
19-4092.00	1.B.1.d	Social	OI	1.69	11/2023	Machine Learning
19-4092.00	1.B.1.e	Enterprising	OI	1.71	11/2023	Machine Learning
19-4092.00	1.B.1.f	Conventional	OI	5.04	11/2023	Machine Learning
19-4092.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4092.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4092.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4099.01	1.B.1.a	Realistic	OI	4.06	11/2023	Machine Learning
19-4099.01	1.B.1.b	Investigative	OI	4.96	11/2023	Machine Learning
19-4099.01	1.B.1.c	Artistic	OI	1.12	11/2023	Machine Learning
19-4099.01	1.B.1.d	Social	OI	1.19	11/2023	Machine Learning
19-4099.01	1.B.1.e	Enterprising	OI	2.42	11/2023	Machine Learning
19-4099.01	1.B.1.f	Conventional	OI	5.83	11/2023	Machine Learning
19-4099.01	1.B.1.g	First Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4099.01	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
19-4099.01	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4099.03	1.B.1.a	Realistic	OI	5.16	11/2023	Machine Learning
19-4099.03	1.B.1.b	Investigative	OI	4.67	11/2023	Machine Learning
19-4099.03	1.B.1.c	Artistic	OI	2.03	11/2023	Machine Learning
19-4099.03	1.B.1.d	Social	OI	1.47	11/2023	Machine Learning
19-4099.03	1.B.1.e	Enterprising	OI	1.67	11/2023	Machine Learning
19-4099.03	1.B.1.f	Conventional	OI	5.16	11/2023	Machine Learning
19-4099.03	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
19-4099.03	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-4099.03	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
19-5011.00	1.B.1.a	Realistic	OI	4.62	11/2023	Machine Learning
19-5011.00	1.B.1.b	Investigative	OI	4.99	11/2023	Machine Learning
19-5011.00	1.B.1.c	Artistic	OI	1.20	11/2023	Machine Learning
19-5011.00	1.B.1.d	Social	OI	3.37	11/2023	Machine Learning
19-5011.00	1.B.1.e	Enterprising	OI	3.11	11/2023	Machine Learning
19-5011.00	1.B.1.f	Conventional	OI	4.81	11/2023	Machine Learning
19-5011.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
19-5011.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
19-5011.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
19-5012.00	1.B.1.a	Realistic	OI	5.37	11/2023	Machine Learning
